"diputado_id","diputado_apellido","diputado_nombre","diputado_genero","diputado_distrito","mandato_inicio","mandato_fin","diputado_juramento","diputado_cese","diputado_bloque","bloque_inicio","bloque_fin"
"HCDN1391","DURAND CORNEJO","GUILLERMO MARIO","M","SALTA",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"CONSERVADOR POPULAR",2013-12-10,2016-03-07
"HCDN1391","DURAND CORNEJO","GUILLERMO MARIO","M","SALTA",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"UNION PRO",2016-03-08,2017-12-09
"HCDN1559","DURE","LUCILA BEATRIZ","F","FORMOSA",2013-12-10,2017-12-09,2016-03-01,2017-12-09,"PARTIDO SOCIALISTA",2016-03-01,2017-12-09
"HCDN1227","DUTTO","GUSTAVO ALBERTO","M","BUENOS AIRES",2007-12-10,2011-12-09,2010-11-03,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2010-11-03,2011-12-09
"HCDN1442","ECHEGARAY","ALEJANDRO CARLOS AUGUSTO","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UCR",2015-12-10,2019-12-09
"HCDN1341","EHCOSOR","MARIA AZUCENA","F","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE RENOVADOR",2013-12-10,2015-12-09
"HCDN1341","EHCOSOR","MARIA AZUCENA","F","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FEDERAL UNIDOS POR UNA NUEVA ARGENTINA",2015-12-10,2017-12-09
"HCDN1419","ELIAS DE PEREZ","SILVIA BEATRIZ","F","TUCUMAN",2013-12-10,2017-12-09,2013-12-04,2013-12-12,"UCR",2013-12-10,2013-12-12
"HCDN1419","ELIAS DE PEREZ","SILVIA BEATRIZ","F","TUCUMAN",2013-12-10,2017-12-09,2013-12-04,2013-12-12,"UCR",2013-12-18,2015-12-09
"HCDN1256","ELICECHE","CARLOS TOMAS","M","CHUBUT",2011-12-10,2015-12-09,2011-12-06,2013-03-01,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2013-03-01
"HCDN1257","ELORRIAGA","OSVALDO ENRIQUE","M","ENTRE RIOS",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN2435","ENRIQUEZ","JORGE RICARDO","M","CIUDAD DE BUENOS AIRES",2017-12-10,2021-12-09,2017-12-18,2021-12-09,"PRO",2017-12-18,2021-12-09
"HCDN1090","ERRO","NORBERTO PEDRO","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"DE LA CONCERTACION",2007-12-10,2009-03-30
"HCDN1090","ERRO","NORBERTO PEDRO","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"BUENOS AIRES POR EL CAMBIO",2009-03-31,2009-11-11
"HCDN1090","ERRO","NORBERTO PEDRO","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"UCR",2009-11-12,2011-12-09
"HCDN1428","ESPER","LAURA","F","BUENOS AIRES",2011-12-10,2015-12-09,2014-04-03,2015-12-09,"FRENTE RENOVADOR",2014-04-03,2015-12-09
"HCDN1163","ESPINDOLA","GLADYS SUSANA","F","CORDOBA",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"UCR",2009-12-10,2013-12-09
"HCDN2430","ESPINOZA","FERNANDO","M","BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"FRENTE PARA LA VICTORIA - PJ",2017-12-10,2021-12-09
"HCDN1514","ESTEVEZ","GABRIELA BEATRIZ","F","CORDOBA",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1342","FABIANI","EDUARDO ALBERTO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE RENOVADOR",2013-12-10,2015-05-12
"HCDN1342","FABIANI","EDUARDO ALBERTO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"RENOVADOR SOCIAL CRISTIANO",2015-05-13,2015-07-07
"HCDN1342","FABIANI","EDUARDO ALBERTO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"BLOQUE SOCIAL CRISTIANO",2015-07-08,2016-03-14
"HCDN1342","FABIANI","EDUARDO ALBERTO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"JUNTOS POR ARGENTINA",2016-03-15,2017-12-09
"HCDN0741","FADEL","PATRICIA SUSANA","F","MENDOZA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN1164","FADUL","LILIANA","F","TIERRA DEL FUEGO",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"PARTIDO FEDERAL FUEGUINO",2009-12-10,2013-12-09
"HCDN1165","FAUSTINELLI","HIPOLITO","M","CORDOBA",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"UCR",2009-12-10,2013-12-09
"HCDN1166","FAVARIO","CARLOS ALBERTO","M","SANTA FE",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"DEMOCRATA PROGRESISTA",2009-12-10,2013-12-09
"HCDN0990","FEIN","MONICA HAYDE","F","SANTA FE",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"PARTIDO SOCIALISTA",2007-12-10,2011-12-09
"HCDN1258","FELETTI","ROBERTO JOSE","M","CIUDAD DE BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1167","FELIX","OMAR CHAFI","M","MENDOZA",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN1167","FELIX","OMAR CHAFI","M","MENDOZA",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"SOMOS MENDOZA",2017-12-10,2021-12-09
"HCDN1033","FELLNER","EDUARDO ALFREDO","M","JUJUY",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN2377","FERNANDEZ","CARLOS ALBERTO","M","BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"UCR",2017-12-10,2021-12-09
"HCDN1168","FERNANDEZ","RODOLFO ALFREDO","M","CORRIENTES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"UCR",2009-12-10,2013-12-09
"HCDN0991","FERNANDEZ BASUALDO","LUIS MARIA","M","FORMOSA",2007-12-10,2011-12-09,2007-12-05,2010-10-19,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2010-10-19
"HCDN1436","FERNANDEZ BLANCO","MARIA CRISTINA","F","JUJUY",2011-12-10,2015-12-09,2015-07-15,2015-12-09,"UCR",2015-07-15,2015-12-09
"HCDN2375","FERNANDEZ LANGAN","EZEQUIEL","M","BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"PRO",2017-12-10,2021-12-09
"HCDN1378","FERNANDEZ MENDIA","GUSTAVO RODOLFO","M","LA PAMPA",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"PARTIDO JUSTICIALISTA LA PAMPA",2013-12-10,2015-12-09
"HCDN1378","FERNANDEZ MENDIA","GUSTAVO RODOLFO","M","LA PAMPA",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"PARTIDO JUSTICIALISTA PAMPEANO",2015-12-10,2016-02-03
"HCDN1378","FERNANDEZ MENDIA","GUSTAVO RODOLFO","M","LA PAMPA",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"JUSTICIALISTA",2016-02-04,2017-12-09
"HCDN2376","FERNANDEZ PATRI","GUSTAVO RAMIRO","M","FORMOSA",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"FRENTE PARA LA VICTORIA - PJ",2017-12-10,2021-12-09
"HCDN1259","FERNANDEZ SAGASTI","ANABEL","F","MENDOZA",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN0879","FERRA DE BARTOL","MARGARITA","F","SAN JUAN",2009-12-10,2013-12-09,2009-12-03,2013-10-11,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-10-11
"HCDN1169","FERRARI","GUSTAVO ALFREDO HORACIO","M","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"PERONISMO FEDERAL",2009-12-10,2011-12-06
"HCDN1169","FERRARI","GUSTAVO ALFREDO HORACIO","M","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PERONISTA",2011-12-07,2013-12-09
"HCDN1260","FERREYRA","ARACELI","F","CORRIENTES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1260","FERREYRA","ARACELI","F","CORRIENTES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2016-06-22
"HCDN1260","FERREYRA","ARACELI","F","CORRIENTES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"PERONISMO PARA LA VICTORIA",2016-06-23,2018-10-25
"HCDN1260","FERREYRA","ARACELI","F","CORRIENTES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"MOVIMIENTO EVITA",2018-10-26,2019-12-09
"HCDN1170","FIAD","MARIO RAYMUNDO","M","JUJUY",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"UCR",2009-12-10,2013-12-09
"HCDN1170","FIAD","MARIO RAYMUNDO","M","JUJUY",2013-12-10,2017-12-09,2013-12-04,2015-12-09,"UCR",2013-12-10,2015-12-09
"HCDN0705","FILMUS","DANIEL","M","CIUDAD DE BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"FRENTE PARA LA VICTORIA - PJ",2017-12-10,2021-12-09
"HCDN0746","FIOL","PAULINA ESTHER","F","SANTA FE",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN1261","FIORE VIÑUALES","MARIA CRISTINA DEL VALLE","F","SALTA",2011-12-10,2015-12-09,2011-12-06,2013-12-09,"RENOVADOR DE SALTA",2011-12-10,2013-12-09
"HCDN2378","FLORES","DANILO ADRIAN","M","LA RIOJA",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"JUSTICIALISTA",2017-12-10,2021-12-09
"HCDN1074","FLORES","HECTOR","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"COALICION CIVICA - ARI - GEN - UPT",2007-12-10,2009-12-09
"HCDN1074","FLORES","HECTOR","M","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"COALICION CIVICA",2009-12-10,2011-12-09
"HCDN1074","FLORES","HECTOR","M","BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"COALICION CIVICA",2017-12-10,2021-12-09
"HCDN1171","FORCONI","JUAN CARLOS","M","SANTA FE",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"PERONISMO FEDERAL",2009-12-10,2011-12-09
"HCDN1171","FORCONI","JUAN CARLOS","M","SANTA FE",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"SANTA FE EN MOVIMIENTO",2011-12-10,2013-04-17
"HCDN1171","FORCONI","JUAN CARLOS","M","SANTA FE",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-04-18,2013-12-09
"HCDN1172","FORTE","ULISES UMBERTO JOSE","M","LA PAMPA",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"UCR",2009-12-10,2013-12-09
"HCDN1173","FORTUNA","FRANCISCO JOSE","M","CORDOBA",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"CORDOBA FEDERAL",2009-12-10,2013-12-09
"HCDN1491","FRANA","SILVINA PATRICIA","F","SANTA FE",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1262","FRANCIONI","FABIAN MARCELO","M","CORDOBA",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1480","FRANCO","JORGE DANIEL","M","MISIONES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2016-06-15
"HCDN1480","FRANCO","JORGE DANIEL","M","MISIONES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE DE LA CONCORDIA MISIONERO",2016-06-16,2019-12-09
"HCDN2379","FREGONESE","ALICIA","F","ENTRE RIOS",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"PRO",2017-12-10,2021-12-09
"HCDN2380","FRIZZA","GABRIEL ALBERTO","M","CORDOBA",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"PRO",2017-12-10,2021-12-09
"HCDN1451","FURLAN","FRANCISCO ABEL","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1422","GAGLIARDI","JOSUE","M","RIO NEGRO",2011-12-10,2015-12-09,2013-12-04,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2015-12-09
"HCDN1375","GAILLARD","ANA CAROLINA","F","ENTRE RIOS",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2017-12-09
"HCDN1174","GALLARDO","MIRIAM GRACIELA","F","TUCUMAN",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN1174","GALLARDO","MIRIAM GRACIELA","F","TUCUMAN",2013-12-10,2017-12-09,2014-04-03,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2014-04-03,2017-12-09
"HCDN1175","GAMBARO","NATALIA","F","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"PERONISMO FEDERAL",2009-12-10,2011-12-06
"HCDN1175","GAMBARO","NATALIA","F","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PERONISTA",2011-12-07,2013-12-09
"HCDN2381","GARCIA","ALEJANDRO","M","CIUDAD DE BUENOS AIRES",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"PRO",2017-12-10,2021-12-09
"HCDN1264","GARCIA","ANDREA FABIANA","F","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN0993","GARCIA","IRMA ADRIANA","F","LA PAMPA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2008-11-18
"HCDN0993","GARCIA","IRMA ADRIANA","F","LA PAMPA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"UNION PERONISTA",2008-11-19,2009-12-09
"HCDN0993","GARCIA","IRMA ADRIANA","F","LA PAMPA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"PERONISMO FEDERAL",2009-12-10,2011-10-25
"HCDN0993","GARCIA","IRMA ADRIANA","F","LA PAMPA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"UNION PERONISTA",2011-10-26,2011-12-09
"HCDN0885","GARCIA","MARIA TERESA","F","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN0885","GARCIA","MARIA TERESA","F","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2017-12-09
"HCDN0749","GARCIA","SUSANA ROSA","F","SANTA FE",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"COALICION CIVICA - ARI - GEN - UPT",2007-12-10,2009-12-09
"HCDN0749","GARCIA","SUSANA ROSA","F","SANTA FE",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"COALICION CIVICA",2009-12-10,2011-12-09
"HCDN0992","GARCIA HAMILTON","JOSE IGNACIO","M","TUCUMAN",2007-12-10,2011-12-09,2007-12-05,2009-06-17,"UCR",2007-12-10,2009-06-17
"HCDN1263","GARCIA LARRABURU","SILVINA MARCELA","F","RIO NEGRO",2011-12-10,2015-12-09,2011-12-06,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2013-12-09
"HCDN1091","GARDELLA","PATRICIA SUSANA","F","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"UNION CELESTE Y BLANCO",2007-12-10,2009-10-20
"HCDN1091","GARDELLA","PATRICIA SUSANA","F","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"CORRIENTE PERONISTA FEDERAL",2009-10-21,2009-12-09
"HCDN1091","GARDELLA","PATRICIA SUSANA","F","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"CORRIENTE DE PENSAMIENTO FEDERAL",2009-12-10,2011-12-09
"HCDN1176","GARNERO","ESTELA RAMONA","F","CORDOBA",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"CORDOBA FEDERAL",2009-12-10,2013-12-09
"HCDN1265","GARRAMUÑO","JORGE ALBERTO","M","TIERRA DEL FUEGO",2011-12-10,2015-12-09,2011-12-06,2013-12-09,"MOV POP FUEGUINO",2011-12-10,2013-12-09
"HCDN1265","GARRAMUÑO","JORGE ALBERTO","M","TIERRA DEL FUEGO",2011-12-10,2015-12-09,2011-12-06,2013-12-09,"MOV POP FUEGUINO",2013-12-10,2015-09-07
"HCDN0096","GARRE","NILDA CELIA","F","CIUDAD DE BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN1501","GARRETON","FACUNDO","M","TUCUMAN",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UNION PRO",2015-12-10,2017-12-09
"HCDN1501","GARRETON","FACUNDO","M","TUCUMAN",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"PRO",2017-12-10,2019-12-09
"HCDN1266","GARRIDO","MANUEL","M","CIUDAD DE BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"UCR",2011-12-10,2015-12-09
"HCDN1521","GAYOL","YANINA CELESTE","F","ENTRE RIOS",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UNION PRO",2015-12-10,2017-12-09
"HCDN1521","GAYOL","YANINA CELESTE","F","ENTRE RIOS",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"PRO",2017-12-10,2019-12-09
"HCDN1267","GDANSKY","CARLOS ENRIQUE","M","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN1177","GERMANO","DANIEL","M","SANTA FE",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"PERONISMO FEDERAL",2009-12-10,2011-12-06
"HCDN1177","GERMANO","DANIEL","M","SANTA FE",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PERONISTA",2011-12-07,2013-12-09
"HCDN1421","GERVASONI","LAUTARO","M","ENTRE RIOS",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2017-12-09
"HCDN1268","GIACCONE","CLAUDIA ALEJANDRA","F","SANTA FE",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN0887","GIACOMINO","DANIEL OSCAR","M","CORDOBA",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN0426","GIANNETTASIO","GRACIELA MARIA","F","BUENOS AIRES",2007-12-10,2011-12-09,2007-12-19,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN0426","GIANNETTASIO","GRACIELA MARIA","F","BUENOS AIRES",2011-12-10,2015-12-09,2011-12-06,2015-11-27,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-11-27
"HCDN0381","GIL LAVEDRA","RICARDO RODOLFO","M","CIUDAD DE BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"UCR",2009-12-10,2013-12-09
"HCDN0994","GIL LOZANO","CLAUDIA FERNANDA","F","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"COALICION CIVICA - ARI - GEN - UPT",2007-12-10,2009-12-09
"HCDN0994","GIL LOZANO","CLAUDIA FERNANDA","F","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"COALICION CIVICA",2009-12-10,2011-12-09
"HCDN1366","GILL","MARTIN RODRIGO","M","CORDOBA",2013-12-10,2017-12-09,2013-12-04,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2015-12-09
"HCDN1384","GIMENEZ","PATRICIA VIVIANA","F","MENDOZA",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"UCR",2013-12-10,2017-12-09
"HCDN2382","GINOCCHIO","SILVANA MICAELA","F","CATAMARCA",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"FRENTE PARA LA VICTORIA - PJ",2017-12-10,2017-12-12
"HCDN2382","GINOCCHIO","SILVANA MICAELA","F","CATAMARCA",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"ELIJO CATAMARCA",2017-12-13,2021-12-09
"HCDN0298","GIOJA","JOSE LUIS","M","SAN JUAN",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN0752","GIOJA","JUAN CARLOS","M","SAN JUAN",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN2278","GIORDANO","JUAN CARLOS","M","BUENOS AIRES",2013-12-10,2017-12-09,2016-12-06,2017-12-09,"IZQUIERDA SOCIALISTA - FRENTE DE IZQUIERDA",2016-12-06,2017-12-09
"HCDN0427","GIUBERGIA","MIGUEL ANGEL","M","JUJUY",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"UCR",2007-12-10,2011-12-09
"HCDN0427","GIUBERGIA","MIGUEL ANGEL","M","JUJUY",2011-12-10,2015-12-09,2011-12-06,2015-07-15,"UCR",2011-12-10,2015-07-15
"HCDN0754","GIUDICI","SILVANA MYRIAM","F","CIUDAD DE BUENOS AIRES",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"UCR",2007-12-10,2011-12-09
"HCDN1343","GIUSTOZZI","RUBEN DARIO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE RENOVADOR",2013-12-10,2015-05-12
"HCDN1343","GIUSTOZZI","RUBEN DARIO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"RENOVADOR SOCIAL CRISTIANO",2015-05-13,2015-07-07
"HCDN1343","GIUSTOZZI","RUBEN DARIO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"BLOQUE SOCIAL CRISTIANO",2015-07-08,2016-03-14
"HCDN1343","GIUSTOZZI","RUBEN DARIO","M","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"JUNTOS POR ARGENTINA",2016-03-15,2017-12-09
"HCDN0755","GODOY","RUPERTO EDUARDO","M","SAN JUAN",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN1474","GOICOECHEA","HORACIO","M","CHACO",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UCR",2015-12-10,2019-12-09
"HCDN1399","GOMEZ BULL","MAURICIO RICARDO","M","SANTA CRUZ",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2017-12-09
"HCDN1466","GONZALEZ","ALVARO GUSTAVO","M","CIUDAD DE BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"UNION PRO",2015-12-10,2017-12-09
"HCDN1466","GONZALEZ","ALVARO GUSTAVO","M","CIUDAD DE BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"PRO",2017-12-10,2019-12-09
"HCDN1178","GONZALEZ","GLADYS ESTHER","F","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"PRO",2009-12-10,2013-12-09
"HCDN1178","GONZALEZ","GLADYS ESTHER","F","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-01-06,"UNION PRO",2013-12-10,2017-01-06
"HCDN1402","GONZALEZ","JOSEFINA VICTORIA","F","SANTA FE",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2017-12-09
"HCDN1402","GONZALEZ","JOSEFINA VICTORIA","F","SANTA FE",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"FRENTE PARA LA VICTORIA - PJ",2017-12-10,2021-12-09
"HCDN0995","GONZALEZ","JUAN DANTE","M","MENDOZA",2007-12-10,2011-12-09,2007-12-05,2011-12-09,"FRENTE PARA LA VICTORIA - PJ",2007-12-10,2011-12-09
"HCDN0995","GONZALEZ","JUAN DANTE","M","MENDOZA",2011-12-10,2015-12-09,2011-12-06,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2011-12-10,2015-12-09
"HCDN0954","GONZALEZ","NANCY SUSANA","F","CHUBUT",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN1423","GONZALEZ","VERONICA","F","TIERRA DEL FUEGO",2011-12-10,2015-12-09,2013-12-04,2015-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2015-12-09
"HCDN2285","GONZALEZ SELIGRA","NATHALIA INES","F","BUENOS AIRES",2015-12-10,2019-12-09,2017-06-21,2019-03-10,"PTS - FRENTE DE IZQUIERDA",2017-06-21,2019-03-10
"HCDN1452","GRANA","ADRIAN EDUARDO","M","BUENOS AIRES",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FRENTE PARA LA VICTORIA - PJ",2015-12-10,2019-12-09
"HCDN0011","GRANADOS","DULCE","F","BUENOS AIRES",2009-12-10,2013-12-09,2009-12-03,2013-12-09,"FRENTE PARA LA VICTORIA - PJ",2009-12-10,2013-12-09
"HCDN0011","GRANADOS","DULCE","F","BUENOS AIRES",2013-12-10,2017-12-09,2013-12-04,2017-12-09,"FRENTE PARA LA VICTORIA - PJ",2013-12-10,2017-12-09
"HCDN2383","GRANDE","MARTIN","M","SALTA",2017-12-10,2021-12-09,2017-12-06,2021-12-09,"PRO",2017-12-10,2021-12-09
"HCDN1503","GRANDINETTI","ALEJANDRO ARIEL","M","SANTA FE",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"FEDERAL UNIDOS POR UNA NUEVA ARGENTINA",2015-12-10,2019-06-25
"HCDN1503","GRANDINETTI","ALEJANDRO ARIEL","M","SANTA FE",2015-12-10,2019-12-09,2015-12-04,2019-12-09,"CONSENSO FEDERAL",2019-06-26,2019-12-09
